Word,Number of Syllables
sejarah,3
sejarawan,4
sejuk,2
sejurus,3
sekadar,3
sekali,3
sekali-sekala,6
sekar,2
sekarang,3
sekat,2
sekatan,3
seketika,4
sekian,3
sekitar,3
sekolah,3
seksa,2
sekut,2
sekutu,3
selagi,3
selain,3
selak,2
selaku,3
selalu,3
selam,2
selama,3
selamat,3
selamba,3
selampit,3
selang,2
selangka,3
selang-seli,4
selar,2
selara,3
selaras,3
selasih,3
selat,2
selatan,3
selawat,3
selayang,3
selekeh,3
selekoh,3
selempang,3
selendang,3
selenggara,4
selepa,3
selepang,3
selepas,3
selera,3
selesa,3
selesai,3
selesema,4
seli,2
selia,3
selidik,3
selimut,3
selingan,3
selisih,3
selit,2
selitan,3
seliuh,3
seloka,3
selok-belok,4
selongkar,3
seloroh,3
seluang,3
seluar,3
seluas,3
seluk,2
seluruh,3
semadi,3
semaian,3
semak,2
semakan,3
semakin,3
semalam,3
semalaman,4
seman,2
semangat,3
semarai,3
semarak,3
semasa,3
semata-mata,5
sembah,2
sembahyang,3
sembang,2
sembarangan,4
sembilu,3
semboyan,3
sembuh,2
sembunyi,3
semburan,3
semenanjung,4
semenjak,3
sementah,3
sementara,4
semerbak,3
semoga,3
sempadan,3
sempat,2
sempena,3
sempit,2
sempurna,3
semua,3
semula,3
semulajadi,5
semut,2
senai,2
senam,2
senaman,3
senan,2
senandung,3
senang,2
senang-lenang,4
senapang,3
senarai,3
senat,2
senawi,3
senayan,3
senda,2
sendayan,3
sendi,2
sendiri,3
sendirian,4
sengaja,3
sengat,2
sengatan,3
sengau,2
senget,2
senggara,3
sengit,2
sengkang,2
sengketa,3
sengsara,3
seni,2
seniman,3
seniwati,4
senja,2
senjata,3
senonoh,3
sental,2
sentap,2
sentiasa,4
sentuh,2
sentuhan,3
sentul,2
senyap,2
senyum,2
senyuman,3
seolah-olah,5
seorang,3
sepah,2
sepak,2
sepakan,3
sepan,2
sepanduk,3
sepang,2
separa,3
separuh,3
sepatu,3
sepeng,2
sepi,2
sepuluh,3
serah,2
serahan,3
serak,2
serakah,3
seram,2
serama,3
serambi,3
serampang,3
seranah,3
serang,2
serangan,3
serangga,3
seranta,3
serap,2
serapan,3
serasi,3
serati,3
seraut,3
serba,2
serbaneka,4
serba-serbi,4
serbi,2
serbu,2
serbuan,3
serbuk,2
serdang,2
seremban,3
serendah,3
serentak,3
seret,2
sergah,2
sergahan,3
seri,2
serigala,4
serik,2
serikandi,4
serindit,3
sering,2
serlah,2
seroja,3
serombong,3
serong,2
seronok,3
serpihan,3
serta,2
serta-merta,4
seru,2
seruan,3
seruling,3
serunai,3
sesak,2
sesat,2
sesi,2
sesuai,3
sesuat,3
setan,2
setar,2
setelah,3
setengah,3
seterika,4
seteru,3
setia,3
setiap,3
setiausaha,6
setiawan,4
seton,2
setuju,3
sewa,2
sewaan,3
sewel,2
sia,2
siak,2
siakap,3
sial,2
siam,2
siang,2
siantan,3
siap,2
siar,2
siaran,3
siasat,3
siasatan,4
sibu,2
sibuk,2
sidang,2
sifar,2
sifat,2
sihat,2
sijil,2
sika,2
sikap,2
sikit,2
siku,2
sil,1
sila,2
silam,2
silang,2
silangan,3
silap,2
silat,2
silaturahim,5
silau,2
silih,2
silu,2
simbah,2
simbar,2
simpan,2
simpanan,3
simpang,2
simpang-perenang,5
simpang-siur,4
simpulan,3
sinar,2
sinaran,3
sindiran,3
singa,2
singgah,2
singgahsana,4
singkap,2
singkat,2
singkatan,3
singkir,2
sini,2
sipi,2
sipu,2
siput,2
sirap,2
sirat,2
sirih,2
sirip,2
sisa,2
sisi,2
sisian,3
sisih,2
sisipan,3
siswa,2
situ,2
siulan,3
siuman,3
siur,2
soal,2
soalan,3
sogok,2
sogokan,3
sokong,2
sokongan,3
solat,2
soleh,2
solek,2
solekan,3
sombong,2
songket,2
songkok,2
songsang,2
sopan,2
sorai,2
sorak,2
sorakan,3
soren,2
sorok,2
sorong,2
sorot,2
soto,2
span,1
srikandi,3
suai,3
suaka,3
suami,3
suap,2
suara,3
suasa,3
suasana,4
suatu,3
suban,2
subang,2
subur,2
suci,2
suda,2
sudah,2
sudi,2
sudu,2
sudut,2
sugar,2
sugul,2
suh,1
suhu,2
sujud,2
suka,2
sukan,2
sukaneka,4
sukar,2
sukarela,4
sukarelawan,5
sukat,2
suku,2
sulaman,3
sulapan,3
suling,2
sulit,2
sultan,2
sultanah,3
sulu,2
suluh,2
sulung,2
sum,1
sumazau,3
sumbang,2
sumbangan,3
sumbangsih,3
sumbat,2
sumber,2
sumbu,2
sumpah,2
sumpahan,3
sunah,2
sunat,2
sundal,2
sungai,2
sungguh,2
sungkai,2
sungkit,2
sungutan,3
suntik,2
suntikan,3
suntingan,3
suntuk,2
sunyi,2
supaya,3
surah,2
surai,2
suram,2
surat,2
suratan,3
surau,2
suraya,3
suren,2
suri,2
suria,3
surian,3
surin,2
suruh,2
suruhan,3
suruhanjaya,5
surut,2
susah,2
susila,3
susu,2
susuk,2
susul,2
susulan,3
susun,2
susunan,3
susur,2
susut,2
sutan,2
sutera,3
sutradara,4
swakarya,3
swasta,2
syabas,2
syah,1
syahadat,3
syahdu,2
syahid,2
syair,2
syaitan,2
syak,1
syamsi,2
syarahan,3
syarak,2
syarat,2
syariah,3
syarif,2
syarikat,3
syiar,2
syor,1
syukur,2
syurga,2
taala,3
taat,2
tabah,2
tabal,2
tabiat,3
tabik,2
tabir,2
tabu,2
tabuh,2
tabung,2
tabungan,3
tabur,2
taburan,3
tadah,2
tadbir,2
tadbiran,3
tadi,2
tadika,3
tafakur,3
tafsir,2
tafsiran,3
tagih,2
tahan,2
tahanan,3
tahap,2
tahar,2
tahi,2
tahir,2
tahlil,2
tahniah,3
tahu,2
tahun,2
tahunan,3
tahyul,2
taja,2
tajaan,3
tajam,2
tajuk,2
tajwid,2
tak,1
takaful,3
takak,2
takat,2
takbir,2
takbur,2
takdir,2
takhta,2
takir,2
takjub,2
taklimat,3
takluk,2
takraw,2
takrif,2
taksiran,3
takuk,2
takungan,3
takut,2
takziah,3
takzim,2
tala,2
talam,2
tali,2
talian,3
tamadun,3
tamak,2
taman,2
tamat,2
tambah,2
tambahan,3
tambak,2
tambang,2
tambatan,3
tambung,2
tamin,2
taming,2
tampa,2
tampak,2
tampal,2
tampalan,3
tampan,2
tampar,2
tamparan,3
tampi,2
tampil,2
tampin,2
tampuk,2
tamu,2
tanah,2
tanaman,3
tanda,2
tandan,2
tandang,2
tandas,2
tandatangan,4
tanding,2
tandingan,3
tandon,2
tanduk,2
tandus,2
tang,1
tangan,2
tangga,2
tanggal,2
tanggang,2
tanggapan,3
tangguh,2
tanggung,2
tanggungan,3
tanggungjawab,4
tangis,2
tangisan,3
tangkai,2
tangkal,2
tangkap,2
tangkapan,3
tangkas,2
tangki,2
tangkis,2
tangkisan,3
tangku,2
tani,2
tanjakan,3
tanjung,2
tanpa,2
tanti,2
tanya,2
tapa,2
tapah,2
tapai,2
tapak,2
tapi,2
tapis,2
tapisan,3
tapung,2
tara,2
taraf,2
tarawih,3
tarbiah,3
tari,2
tarian,3
tarik,2
tarikan,3
tarikh,2
taring,2
taruhan,3
tas,1
tasai,2
tasik,2
tata,2
tatabahasa,5
tatacara,4
tatakerja,4
tatanegara,5
tatang,2
tatap,2
tatapan,3
tatasusila,5
tatatertib,4
tatkala,3
taubat,2
taulan,2
tauliah,3
taut,2
tawa,2
tawakal,3
tawan,2
tawar,2
tawaran,3
tayang,2
tayangan,3
tayar,2
tebal,2
tebaran,3
teberau,3
tebing,2
tebu,2
tebus,2
tebusan,3
tegal,2
tegang,2
tegap,2
tegas,2
teguh,2
tegur,2
teguran,3
teh,1
teja,2
tek,1
teka,2
tekaan,3
tekad,2
tekak,2
tekan,2
tekanan,3
tekat,2
teka-teki,4
teki,2
tekong,2
tekukur,3
tekun,2
telaah,3
teladan,3
telaga,3
telah,2
telahan,3
telan,2
telanjang,3
telapak,3
telatah,3
telinga,3
teliti,3
teluk,2
telunjuk,3
telur,2
telus,2
teman,2
temasya,3
tembaga,3
tembak,2
tembakan,3
tembakau,3
tembang,2
tembelang,3
temberang,3
tembikai,3
tembikar,3
tembok,2
tembolok,3
tembun,2
tembus,2
tembusu,3
temeh,2
temenggung,3
tempa,2
tempah,2
tempahan,3
tempang,2
tempat,2
tempatan,3
tempe,2
tempel,2
tempelan,3
tempias,3
tempik,2
tempoh,2
tempoyak,3
tempuh,2
tempur,2
tempurung,3
temu,2
temurun,3
tenaga,3
tenang,2
tenat,2
tendang,2
tendangan,3
teng,1
tengah,2
tengak,2
tenggang,2
tenggara,3
tenggelam,3
tenggorok,3
tengku,2
tengkujuh,3
tengkuk,2
tengok,2
tentang,2
tentangan,3
tentera,3
tenteram,3
tentu,2
tenunan,3
tenung,2
tepat,2
tepi,2
tepian,3
tepis,2
tepuk,2
tepukan,3
tepung,2
tera,2
terabai,3
teraba-raba,5
teragak-agak,5
teragung,3
teraju,3
terakam,3
terakhir,3
terancam,3
terancang,3
terang,2
terangkat,3
terangsang,3
teraniaya,5
terap,2
terapan,3
terapung,3
terarah,3
teras,2
terasa,3
terasing,3
teratai,3
teratak,3
teratas,3
teratur,3
terawal,3
terawih,3
terbabas,3
terbabit,3
terbaca,3
terbahagi,4
terbahak-bahak,5
terbaik,3
terbakar,3
terbalik,3
terbang,2
terbangun,3
terbantut,3
terbanyak,3
terbaring,3
terbaru,3
terbatas,3
terbawa,3
terbawah,3
terbayang,3
terbayar,3
terbeban,3
terbela,3
terbelahak,4
terbelenggu,4
terbenam,3
terbendung,3
terbengkalai,4
terbentang,3
terbentuk,3
terbesar,3
terbetik,3
terbiar,3
terbilang,3
terbina,3
terbit,2
terbitan,3
terbolos,3
terbongkar,3
terbuang,3
terbuka,3
terbukti,3
terbuku,3
terbunuh,3
terburu-buru,5
tercabar,3
tercabut,3
tercalar,3
tercalit,3
tercantik,3
tercapai,3
tercari-cari,5
tercarik,3
tercatat,3
tercedera,4
tercegat,3
tercela,3
tercemar,3
tercerna,3
tercetak,3
tercetus,3
tercicir,3
tercinta,3
tercipta,3
terconteng,3
tercungap-cungap,5
tercurai,3
terdahulu,4
terdampar,3
terdapat,3
terdaya,3
terdedah,3
terdekat,3
terdengar,3
terdesak,3
terdetik,3
terdiam,3
terdidik,3
terdiri,3
terdorong,3
terduduk,3
terduga,3
terencat,3
terfikir,3
tergabung,3
tergadai,3
tergagap-gagap,5
tergamak,3
tergamam,3
tergambar,3
terganggu,3
tergantung,3
tergaris,3
tergelak,3
tergelincir,4
tergempar,3
tergendala,4
tergerak,3
tergesa-gesa,5
tergila-gila,5
tergolong,3
tergopoh-gapah,5
tergubal,3
tergugat,3
tergulung,3
terguris,3
terhad,2
terhadap,3
terhakis,3
terhalang,3
terhambur,3
terhapus,3
terharu,3
terhasil,3
terhempas,3
terhenti,3
terhibur,3
terhidang,3
terhimpit,3
terhimpun,3
terhincut-hincut,5
terhingga,3
terhitung,3
terhormat,3
terhukum,3
terhumban,3
terhutang,3
teriak,3
teriakan,4
terik,2
terikat,3
terikut,3
terima,3
terindah,3
teringat,3
teringin,3
terisi,3
terjadi,3
terjaga,3
terjah,2
terjalin,3
terjamah,3
terjamin,3
terjangkau,3
terjaring,3
terjatuh,3
terjawab,3
terjebak,3
terjejas,3
terjelir,3
terjelma,3
terjemah,3
terjemahan,4
terjerat,3
terjerit-jerit,5
terjerumus,4
terjual,3
terjumpa,3
terjun,2
terjunan,3
terkabul,3
terkalung,3
terkaman,3
terkandas,3
terkandung,3
terkapai-kapai,5
terkata,3
terkawal,3
terkaya,3
terkebawah,4
terkebelakang,5
terkebil-kebil,5
terkecil,3
terkecuali,5
terkedu,3
terkehel,3
terkejar-kejar,5
terkejut,3
terkeliru,4
terkeluar,4
terkemuka,4
terkena,3
terkenal,3
terkenang,3
terkesan,3
terkial-kial,5
terkilan,3
terkini,3
terkinja-kinja,5
terkira,3
terkorban,3
terkoyak,3
terkuat,3
terkubur,3
terkukur,3
terkulai,3
terkumpul,3
terkunci,3
terkutuk,3
terlahir,3
terlajak,3
terlaksana,4
terlalu,3
terlambat,3
terlampau,3
terlanggar,3
terlanjur,3
terlantar,3
terlarang,3
terlatih,3
terlayan,3
terlebih,3
terleka,3
terlekat,3
terlena,3
terlentang,3
terlepas,3
terlerai,3
terletak,3
terlewat,3
terlibat,3
terlihat,3
terlindung,3
terlingkup,3
terlintas,3
terliur,3
terlondeh,3
terlonta-lonta,5
terluang,3
terlucut,3
terluka,3
terlupa,3
termakan,3
termakbul,3
termaktub,3
termampu,3
termangu-mangu,5
termasuk,3
termenung,3
termeterai,4
termimpi,3
termuda,3
ternakan,3
ternama,3
ternampak,3
ternanti-nanti,5
ternganga,3
terngiang,3
ternilai,3
ternyata,3
teroka,3
terokai,4
teropong,3
terowong,3
terpa,2
terpaan,3
terpacak,3
terpacul,3
terpahat,3
terpakai,3
terpaksa,3
terpaku,3
terpalit,3
terpampang,3
terpancar,3
terpandang,3
terpanggang,3
terpanggil,3
terpanjang,3
terpapar,3
terpasang,3
terpaut,3
terpecah,3
terpedaya,4
terpegang,3
terpegun,3
terpelajar,4
terpelecok,4
terpelihara,5
terpempan,3
terpencil,3
terpendam,3
terpendek,3
terpengaruh,4
terpenting,3
terperangkap,4
terperanjat,4
terperap,3
terperinci,4
terperosok,4
terpesona,4
terpesong,3
terpikat,3
terpikul,3
terpilih,3
terpinga-pinga,5
terpinggir,3
terpisah,3
terpiuh,3
terpuji,3
terpukau,3
terpukul,3
terpulang,3
terpulau,3
terputus,3
tersadai,3
tersadung,3
tersaji,3
tersalah,3
tersandar,3
tersangat,3
tersangkut,3
tersarung,3
tersasar,3
tersayang,3
tersebar,3
tersebut,3
tersedar,3
tersedia,4
tersedu,3
tersekat,3
tersekat-sekat,5
terselamat,4
terselindung,4
terselit,3
terseliuh,4
terselubung,4
tersemat,3
tersembam,3
tersembul,3
tersembunyi,4
tersenarai,4
tersendiri,4
tersengih,3
tersentak,3
tersentuh,3
tersenyum,3
tersepit,3
terserah,3
terserap,3
terserempak,4
tersergam,3
terserlah,3
tersesat,3
tersiar,3
tersia-sia,5
tersilap,3
tersimbah,3
tersimpan,3
tersimpul,3
tersinggung,3
tersingkap,3
tersingkir,3
tersipu-sipu,5
tersirat,3
tersisih,3
tersohor,3
tersorok,3
tersumbat,3
tersungkur,3
tersurat,3
tersusun,3
tertahan,3
tertakluk,3
tertampal,3
tertampan,3
tertanggal,3
tertangguh,3
tertangkap,3
tertanya-tanya,5
tertarik,3
tertawa,3
tertawan,3
tertekan,3
tertenggek,3
tertentu,3
tertera,3
tertewas,3
tertiarap,4
tertib,2
tertidur,3
tertindas,3
tertinggal,3
tertinggi,3
tertipu,3
tertolak,3
tertonjol,3
tertua,3
tertuduh,3
tertulis,3
tertumpu,3
tertunai,3
tertunda,3
tertunduk,3
tertunggu-tunggu,5
tertusuk,3
tertutup,3
teruji,3
teruk,2
terukir,3
terulung,3
terumbang-ambing,5
terungkai,3
terungkap,3
terurai,3
terurus,3
terus,2
terusik,3
terusir,3
terus-terang,4
terutama,4
tetamu,3
tetangga,3
tetap,2
tetapan,3
teter,2
tetikus,3
tewas,2
tiada,3
tiang,2
tiba,2
tidak,2
tidur,2
tik,1
tikai,2
tikar,2
tikus,2
tilam,2
tilawah,3
tilik,2
tim,1
timah,2
timang,2
timba,2
timbal,2
timbalan,3
timbang,2
timbangan,3
timbul,2
timun,2
timur,2
tindak,2
tindakan,3
tindak-tanduk,4
tinggal,2
tinggalan,3
tinggi,2
tingkah,2
tingkap,2
tingkat,2
tingkatan,3
tingting,2
tinjau,2
tinjauan,3
tinju,2
tipis,2
tipu,2
tirai,2
tiram,2
tiri,2
tiru,2
tiruan,3
titah,2
titi,2
titian,3
titik,2
titipan,3
tiup,2
tiupan,3
toh,1
tohmah,2
tohmahan,3
tok,1
tokoh,2
tokok,2
tolak,2
tolakan,3
toleh,2
tolok,2
tolol,2
tolong,2
tombol,2
tombong,2
ton,1
tong,1
tonggak,2
tongkah,2
tongkang,2
tongkat,2
tongkol,2
tonjol,2
tonton,2
tontonan,3
topeng,2
topi,2
topok,2
totok,2
trimatra,3
tua,2
tuah,2
tuai,2
tuaian,3
tuala,3
tuan,2
tuar,2
tubi,2
tubuh,2
tuding,2
tuduh,2
tuduhan,3
tudung,2
tugas,2
tugasan,3
tugu,2
tuhan,2
tujah,2
tuju,2
tujuan,3
tukang,2
tukar,2
tukaran,3
tukul,2
tul,1
tulang,2
tulen,2
tuli,2
tulis,2
tulisan,3
tulus,2
tum,1
tumbang,2
tumbuh,2
tumbuhan,3
tumbukan,3
tumit,2
tumpah,2
tumpahan,3
tumpang,2
tumpas,2
tumpu,2
tumpuan,3
tumpul,2
tunai,2
tunas,2
tunda,2
tunduk,2
tunggak,2
tunggakan,3
tunggal,2
tunggang,2
tunggangan,3
tunggu,2
tunggul,2
tunjang,2
tunjangan,3
tunjuk,2
tuntas,2
tuntut,2
tuntutan,3
turi,2
turun,2
turut,2
turutan,3
tus,1
tutup,2
tutur,2
ubah,2
ubahsuai,4
uban,2
ubat,2
ubatan,3
uber,2
ubi,2
ucap,2
ucapan,3
uda,2
udang,2
udara,3
udo,2
ufuk,2
ugut,2
ugutan,3
ujar,2
uji,2
ujian,3
ukir,2
ukiran,3
ukur,2
ukuran,3
ulam,2
ulama,3
ulang,2
ulang-alik,4
ulangan,3
ular,2
ulas,2
ulasan,3
ulat,2
uli,2
ulung,2
umat,2
umbang,2
umbi,2
umi,2
ummah,2
ummi,2
umpama,3
umpan,2
umpatan,3
umrah,2
umum,2
umur,2
undang,2
undangan,3
undi,2
undian,3
undur,2
unggas,2
unggul,2
ungkap,2
ungkapan,3
ungu,2
unjur,2
unjuran,3
unsur,2
unta,2
untuk,2
untung,2
upacara,4
upah,2
upaya,3
ura,2
urat,2
urus,2
urusan,3
urut,2
urutan,3
usah,2
usaha,3
usahawan,4
usang,2
usia,3
usik,2
usikan,3
ustaz,2
usul,2
usung,2
usus,2
utama,3
utara,3
utuh,2
utusan,3
uzur,2
vot,1
wa,1
wabak,2
wacana,3
wadah,2
wahana,3
wahyu,2
waja,2
wajah,2
wajar,2
wajib,2
wakaf,2
wakil,2
waktu,2
walhal,2
wali,2
walid,2
wan,1
wang,1
wangi,2
wangian,3
wangsa,2
wanita,3
wap,1
war,1
waras,2
wardi,2
warga,2
warganegara,5
waris,2
warisan,3
warkah,2
warna,2
wartawan,3
warung,2
wasangka,3
wasiat,3
waspada,3
watak,2
watan,2
wati,2
watikah,3
wau,1
wawa,2
wawancara,4
wawasan,3
wayang,2
wibawa,3
wijaya,3
wiladah,3
wilayah,3
wira,2
wirama,3
wirawati,4
wisma,2
wong,1
wujud,2
yahudi,3
yakin,2
yakni,2
yatim,2
yayasan,3
yu,1
yuran,2
zabarjad,3
zahid,2
zahir,2
zakar,2
zakat,2
zalim,2
zaman,2
zat,1
ziarah,3
